npsn,nama_sekolah,akreditasi,alamat,kelurahan,kecamatan
20109503,SMP Negeri 41 Terbuka,Tidak Terakreditasi,Jl. Harsono RM. Ragunan Pasarminggu,Ragunan,Pasar Minggu
20100748,SMP Negeri 42,A,Jl. Pademangan III,Pademangan Timur,Pademangan
20102481,SMP Negeri 43,A,Jl. Kapten P. Tendean No. 11,Mampang Prapatan,Mampang Prapatan
20103601,SMP Negeri 44,A,JL. GADING RAYA VII,Pisangan Timur,Pulo Gadung
20101545,SMP Negeri 45,A,Jl. Utama Raya No. 45,Cengkareng Barat,Cengkareng
20102482,SMP Negeri 46,B,Jl. Rukun Pejaten Timur,Pejaten Timur,Pasar Minggu
20100276,SMP Negeri 47,A,Jl. Rawasari Timur,Cempaka Putih Timur,Cempaka Putih
20102495,SMP Negeri 48,A,Jl. Raya Keb. Lama No. 192,Cipulir,Kebayoran Lama
20109383,SMP Negeri 48 Terbuka,A,Jl. Raya Keb. Lama No. 192,Cipulir,Kebayoran Lama
20109183,SMP Negeri 49,A,Jl. Raya Bogor Km. 20,Kramat Jati,Kramat Jati
20100277,SMP Negeri 5,A,Jl. DR. Sutomo No. 5 Pasar Baru,Pasar Baru,Sawah Besar
20103599,SMP Negeri 50,A,Jl. Nusa I,Kramat Jati,Kramat Jati
20103598,SMP Negeri 51,A,Jl. Kejaksaan Kav. Pd. Bambu,Pondok Bambu,Duren Sawit
20109154,SMP Negeri 51 Terbuka,A,Jl. Kejaksaan Kavling,Pondok Bambu,Duren Sawit
20103597,SMP Negeri 52,A,Jl. Cipinang Elok,Cipinang Muara,Jatinegara
20100749,SMP Negeri 53,A,Jl. Tanah Merdeka 33,Kalibaru,Cilincing
20101544,SMP Negeri 54,A,Jl. Balndongan No.37,Glodok,Taman Sari
20100750,SMP Negeri 55,A,Jl. Bahari IV A.11,Tanjung Priok,Tanjung Priok
20109207,SMP Negeri 55 Terbuka,A,Jl. Bahari IV A.11 Tanjung Priok,Tanjung Priok,Tanjung Priok
20102494,SMP Negeri 56,A,Jl. Jeruk Purut 1,Cilandak Timur,Pasar Minggu
20102493,SMP Negeri 57,A,Jl. Halimun No. 2B,Guntur,Setia Budi
20102492,SMP Negeri 58,A,Jl. Setiabudi Barat 8K,Setia Budi,Setia Budi
20100278,SMP Negeri 59,A,Jl. Bendungan Jago No. 40,Serdang,Kemayoran
20103596,SMP Negeri 6,B,Jl. Bulak Timur I/7 Klender Duren Sawit,Klender,Duren Sawit
20100279,SMP Negeri 60,A,Jl. Sangihe No. 26,Cideng,Gambir
20101543,SMP Negeri 61,A,Jl. Z.Slipi Dalam,Slipi,Palmerah
20122014,SMP Negeri 61 Terbuka,Tidak Terakreditasi,Jl. Slipi Dalam,Slipi,Palmerah
20103595,SMP Negeri 62,A,Jl. Jatinegara Timur IV,Rawa Bunga,Jatinegara
20122024,SMP Negeri 62 Terbuka,A,Jl. Jatinegara Timur IV,Rawa Bunga,Jatinegara
20101542,SMP Negeri 63,A,Jl. Perniagaan No. 31,Tambora,Tambora
20100280,SMP Negeri 64,B,Jl. Karang Anyar 11 - 12,Karang Anyar,Sawah Besar
20100751,SMP Negeri 65,A,Jl. Metro Kencana Raya Sunter,Tanjung Priok,Tanjung Priok
20102491,SMP Negeri 66,A,Jl. Masjid An-Nur Grogol Selatan,Grogol Selatan,Kebayoran Lama
20102490,SMP Negeri 67,B,Jl. Minangkabau Dalam No.3,Menteng Atas,Setia Budi
20109414,SMP Negeri 67 Terbuka,B,Jl. Mingkabau Dalam No. 3,Menteng Atas,Setia Budi
20102489,SMP Negeri 68,A,Jl. Cipete III No. 4,Cipete Selatan,Cilandak
20101541,SMP Negeri 69,A,Jl. Tanjung Duren Timur No. 16,Tanjung Duren Selatan,Grogol Petamburan
20103594,SMP Negeri 7,A,Jl. Balai Rayat Utan Kayu Utara,Utan Kayu Utara,Matraman
20109202,SMP Negeri 7 Terbuka,A,Jl. Balai Rayat Utan Kayu Utara,Utan Kayu Utara,Matraman
20100269,SMP Negeri 70,A,Jl. H. Awaludin IV,Kebon Melati,Tanah Abang
20106410,SMP Negeri 71,A,Jl. Rawasari Timur Komplek Perkantoran No.12,Cempaka Putih Timur,Cempaka Putih
20100267,SMP Negeri 72,B,Jl. Petojo Binatu No. 2,Petojo Utara,Gambir
20102488,SMP Negeri 73,A,Jl. Tebet Timur IIA No. 1,Tebet Timur,T e b e t
20103593,SMP Negeri 74,A,Jl. Pemuda No.6 dan Jl.Mustika Jaya,Rawamangun,Pulo Gadung
20101540,SMP Negeri 75,A,Jl. Raya Kebon Jeruk No.19,Kebon Jeruk,Kebon Jeruk
20100256,SMP Negeri 76,A,Jl. Percetakan Negara II,Johar Baru,Johar Baru
20100257,SMP Negeri 77,A,Jl. Cemp. Putih Tengah XVIII,Cempaka Putih Timur,Cempaka Putih
20100258,SMP Negeri 78,A,Jl. Perunggu No. 56,Harapan Mulia,Kemayoran
20100259,SMP Negeri 79,B,Jl. Dakota Raya Kemayoran Gempol Galindra,Kebon Kosong,Kemayoran
20122001,SMP Negeri 79 Terbuka,Tidak Terakreditasi,Jl. Dakota Raya,Kebon Kosong,Kemayoran
20100260,SMP Negeri 8,A,Jl. Pegangsaan Barat No. 1,Menteng,Menteng
20103592,SMP Negeri 80,A,Jl. Kayatun Kayatun Trikora Halim. P,Halim Perdana Kusumah,Makasar
20103591,SMP Negeri 81,A,Jl. Monumen Pancasila,Lubang Buaya,Cipayung
20101539,SMP Negeri 82,A,Jl. Komp. BDN Pesing,Wijaya Kusuma,Grogol Petamburan
20101538,SMP Negeri 83,A,Jl. Empang Bahagia,Jelambar,Grogol Petamburan
20100752,SMP Negeri 84,A,Jl. Kramat Jaya Blok R Gang VIII No.60,Lagoa,K o j a
20100755,SMP Negeri 84 Terbuka,A,Jl. Semangka No.1,Lagoa,K o j a
20102487,SMP Negeri 85,A,Jl. Margasatwa No. 8,Pondok Labu,Cilandak
20102486,SMP Negeri 86,A,Jl. RS. Fatmawati Komp. BNI,Cilandak Barat,Cilandak
20109388,SMP Negeri 86 Terbuka,A,Jl. RS. Fatmawati Komp. BNI,Cilandak Barat,Cilandak
20102485,SMP Negeri 87,A,Jl. Ciputat Raya Pondok Pinang,Pondok Pinang,Kebayoran Lama
20101537,SMP Negeri 88,A,Jl. Anggrek Garuda Slipi,Kemanggisan,Palmerah
20101522,SMP Negeri 89,A,Jl. Tanjung Duren Barat IV,Tanjung Duren Utara,Grogol Petamburan
20103590,SMP Negeri 9,A,Jl. Usman No. 6 Kelapa Dua Wetan,Kelapa Dua Wetan,Ciracas
20103589,SMP Negeri 90,B,Jl. Raya Bekasi Km. 18,Jatinegara,Cakung
20103588,SMP Negeri 91,A,Jl. Raya Bogor Km. 28 Pekayon,Pekayon,Pasar Rebo
20103587,SMP Negeri 92,A,Jl. Perhubungan XII Rawamangun,Jati,Pulo Gadung
20100261,SMP Negeri 93,A,Jl. Gunung Sahari Raya No. 81,Gunung Sahari Selatan,Kemayoran
20100262,SMP Negeri 94,A,Jl. Tanah Abang V/29,Petojo Selatan,Gambir
20100753,SMP Negeri 95,A,Jl. Ganggeng III No. 3,Sungai Bambu,Tanjung Priok
20109118,SMP Negeri 95 Terbuka,A,Jl. Ganggeng III No. 3,Sungai Bambu,Tanjung Priok
20102484,SMP Negeri 96,A,Jl. Margasatwa Komplek Timah Pondok Labu,Pondok Labu,Cilandak
20103586,SMP Negeri 97,A,Jl. Galur Sari Raya,Utan Kayu Selatan,Matraman
20102483,SMP Negeri 98,A,Jl. Raya Depok Lenteng Agung,Lenteng Agung,Jagakarsa
20103565,SMP Negeri 99,A,Jl. Sirap,Kayu Putih,Pulo Gadung
20102576,SMP Negeri OR,B,Komplek Gelora Ragunan,Ragunan,Pasar Minggu
20107183,SMP Negeri Satu Atap 01 Pulau Pari,B,Pulau Pari,Pulau Pari,Kepulauan Seribu Selatan
20107711,SMP Negeri Satu Atap 02 Pulau Sabira,B,Pulau Sabira,Pulau Harapan,Kepulauan Seribu Utara
69889002,SMP New Zealand Independent School,Tidak Terakreditasi,Jl. Kemang Raya no. 70,Bangka,Mampang Prapatan
69967107,SMP Nizamia Andalusia,Tidak Terakreditasi,Jl. Mabes Hankam NO. 15-16,Bambu Apus,Cipayung
20106847,SMP Notre Dame,A,Jl. Puri Indah Kembang Barat Raya Blok M,Kembangan Selatan,Kembangan
20107124,SMP Nuris,A,Jl. Mawar Merah Raya No. 1,Malaka Jaya,Duren Sawit
20106616,SMP Nurul Falah,B,Jl. Dewa Kembar,Semper Timur,Cilincing
20106618,SMP Nurul Huda,B,Jl. Ancol Selatan II / 48,Sunter Agung,Tanjung Priok
20107126,SMP Nurul Huda,B,Jl. Tipar Cakung Barat,Cakung Barat,Cakung
20108965,SMP Nurul Huda,B,Jl. Zeni AD,Lubang Buaya,Cipayung
20107127,SMP Nurul Ihsan,A,Jl.Raya Pulo Gebang No.99,Pulo Gebang,Cakung
20106619,SMP Nurul Iman,B,Jl. Lagoa Kanal Komp. TNI-AD Kebon Bawang,Kebon Bawang,Tanjung Priok
20107128,SMP Nurul Iman,B,Jl. Pisangan Baru Timur No. 4A,Pisangan Baru,Matraman
20106621,SMP Nurul Islam,B,Jl. Tanah Pasir No. 64,Pluit,Penjaringan
20109401,SMP Nusantara,B,Jl. Kramat Jaya Gg. VIII,Tugu Utara,K o j a
20106623,SMP Padindi,B,Jl. Papanggo II D/ 70,Papanggo,Tanjung Priok
20106850,SMP Padindi,B,Jl. Prepedan Dalam No. 38,Kamal,Kalideres
20106989,SMP Palapa,B,Jl. Bangka III No.3,Pela Mampang,Mampang Prapatan
20109038,SMP Pami,C,Jl.Bangau VI,Kebon Kosong,Kemayoran
20107135,SMP Pami Jaya,B,Jl. Raya Kalimalang Pd. Klp.,Pondok Kelapa,Duren Sawit
,SMP Panca Sakti,,,Pondok Labu,Cilandak
20106851,SMP Pancaran Berkat,A,Jl. Setia Jaya Raya No. 100,Jelambar Baru,Grogol Petamburan
20107136,SMP Pandawa,B,Jl. Cipinang Muara 12,Cipinang Muara,Jatinegara
20109074,SMP Pandu Siswa Jakarta,B,Jalan Tanjung Pura V,Pegadungan,Kalideres
20102418,SMP Pangudi Luhur,A,Jl. Haji Nawi No. 21,Cipete Selatan,Cilandak
20102431,SMP Pasar Minggu,B,Jl. Asem Pejaten Indah II,Pasar Minggu,Pasar Minggu
20100316,SMP Paskalis 3,A,"Jl. Ranjau No. 13, Komplek Kodam",Sumur Batu,Kemayoran
20106426,SMP Paskalis I,A,Jl. Kresna No. 22,Johar Baru,Johar Baru
20109494,SMP Patmos,A,Jl. Taman Meruya Ilir Blok E-7,Meruya Utara,Kembangan
20106991,SMP Pattimura,A,Jl. Jagakarsa Raya 88,Jagakarsa,Jagakarsa
20109434,SMP Pelangi Kasih,A,"Jl. Pantai Indah Timur, Taman Grisenda Blok A1/28",Kapuk Muara,Penjaringan
20106852,SMP Pelita,A,Jl. Pos Duri Raya No. 23-29,Duri Utara,Tambora
20108803,SMP Pelita Anugerah,A,Jl. Menceng Raya Blok E No. 12-13,Tegal Alur,Kalideres
69952552,SMP Pelita Bangsa,Tidak Terakreditasi,Jl. Citra Garden V Blok E7 No.1,Kamal,Kalideres
20108806,SMP Pelita Dua Strada,A,Jl. Fajar Baru Selatan No. 26,Cengkareng Timur,Cengkareng
20106992,SMP Pelita Harapan,B,Jl. Pupan No. 29 Pond. Pinang,Pondok Pinang,Kebayoran Lama
69892782,SMP Pelita Harapan Kemang,A,Jl.Pangeran Antasari No 36,Bangka,Mampang Prapatan
20106854,SMP Pelita II,A,Jl. Macan Daan Mogot No. 23-29,Duri Kepa,Kebon Jeruk
20110264,SMP Pelita Kasih,B,Jln. Taman Palem Lestari Blok E9 No.1,Cengkareng Barat,Cengkareng
20106855,SMP Pelita Kudus,B,Jl. Indraloka Raya 33 A,Wijaya Kusuma,Grogol Petamburan
20107137,SMP Pelita Tiga No. 1,B,Jl. Rawajaya 1,Pisangan Timur,Pulo Gadung
20107138,SMP Pembangunan,B,Jl. Pengayoman III no. 95,Utan Kayu Utara,Matraman
20107139,SMP Pengudi Rahayu,B,"Jl. Raya Bogor Km. 24,5",Cijantung,Pasar Rebo
20103494,SMP Perdana kusuma,B,Jl. Halim Perdana Kusuma No. 1,Kebon Pala,Makasar
69953517,SMP Perguruan Advent XI Tanjung Barat,Tidak Terakreditasi,Jl. Raya Tanjung Barat Gang Remidi No. 3,Tanjung Barat,Jagakarsa
20106427,SMP Perguruan Cikini,A,Jl. Cikini Raya 74-76,Cikini,Menteng
2010685,SMP Perguruan Islam Taqwa,C,Karya Barat I Ujung No.24,Wijaya Kusuma,Grogol Petamburan
20100336,SMP Perguruan Kesatria,B,Jl. Percetakan Negara 232,Cempaka Putih Barat,Cempaka Putih
20177910,SMP Perguruan Nasional,Tidak Terakreditasi,Jl. Cempaka Baru Timur Raya 1 No. 1,Cempaka Baru,Kemayoran
20106995,SMP Perguruan Rakyat 02,B,Jl. Kampung Melayu Kecil I,Bukit Duri,T e b e t
20106996,SMP Perguruan Rakyat 1,A,Jl. Yon Zikon 14,Srengseng Sawah,Jagakarsa
20107140,SMP Perguruan Rakyat 3,A,Jl. Pahlawan Revolusi No. 12,Pondok Bambu,Duren Sawit
20106626,SMP Perintis Nasional,B,Jl. Swasembada Timur X/2,Kebon Bawang,Tanjung Priok
20107141,SMP Perintis Pembangunan,B,Jl. Raya KRT. Rajiman Cakung,Jatinegara,Cakung
20106628,SMP Permai,A,Jl. Pluit Karang Barat Blok O-IV,Pluit,Penjaringan
20106857,SMP Permata Bunda,A,Jl. Jamblang Raya No. 2 LM,Duri Selatan,Tambora
20106858,SMP Permata Bunda II,B,Jl. Tamansari Raya No. 75C,Taman Sari,Taman Sari
20106630,SMP Permata Indah,A,Jl. Kampung Gusti Blok A/1,Pejagalan,Penjaringan
20109216,SMP Permata Kasih Indonesia School,B,Jl. Curug Raya No. 14 Perum. Permata Timur,Pondok Kelapa,Duren Sawit
20106997,SMP Perwira Jakarta,B,Jl. H. Dilun No. 4 Ulujami,Ulujami,Pesanggrahan
20107142,SMP Petri Jaya,A,Jl. Curug Raya Pd. Kelapa,Pondok Kelapa,Duren Sawit
20106913,SMP PGRI 10,B,Jl. Tebet Timur Dalam II G,Tebet Timur,T e b e t
20102430,SMP PGRI 12,A,Jl. Pondok Labu I B No. 29,Pondok Labu,Cilandak
20100318,SMP PGRI 17,B,Jl. Petamburan II No. 33,Petamburan,Tanah Abang
20107129,SMP PGRI 2,B,Jl. I Gusti Ngurah Rai No. 8,Penggilingan,Cakung
20107130,SMP PGRI 20,B,Jl. Cipinang Muara I Pd. Bambu,Pondok Bambu,Duren Sawit
20106420,SMP PGRI 25,B,Jl. Mardani Raya No. 12 A,Johar Baru,Johar Baru
20109309,SMP PGRI 26,B,Jl.H. Salihun Kampung Rawa II No. 163 Kebon Jeruk,Sukabumi Utara,Kebon Jeruk
20106987,SMP PGRI 3,B,Jl. Kalibata Srengseng Sawah,Srengseng Sawah,Jagakarsa
20107131,SMP PGRI 30,A,Jl. SMPN 157 No. 33 Lubang - Buaya Jakarta - Timur,Lubang Buaya,Cipayung
20106421,SMP PGRI 32,B,Jl. Setiakawan III/25,Duri Pulo,Gambir
20106422,SMP PGRI 38,B,Jl. Raya Rawa Kuning No. 119 CAKUNG JAKARTA TIMUR,Cakung Timur,Cakung
20106849,SMP PGRI 39,B,Jl. Komplek Kebersihan No.17,Tegal Alur,Kalideres
20103493,SMP PGRI 45,B,Jl. Inspeksi Taruna Barat,Cipinang Melayu,Makasar
20103492,SMP PGRI 48,C,Jl. Komodor Halim,Kebon Pala,Makasar
20109320,SMP PGRI 7 Jakarta,B,Jl. Marunda Baru III,Marunda,Cilincing
20107133,SMP PGRI 9,A,Jl. Raya Cipayung,Cipayung,Cipayung
69756119,SMP Pilar Bangsa,Tidak Terakreditasi,Jl. Jatiwaringin Raya No. 8,Cipinang Melayu,Makasar
20106633,SMP Pluit Raya,B,Jl. Jembatan 3 No. 1,Penjaringan,Penjaringan
20177845,SMP Plus Khadijah Islamic School,B,Jalan Batan No. 12 Gang Kubur Pasar Jum'at,Lebak Bulus,Cilandak
20106860,SMP Plus Putra Indonesia,B,Jl. Daan Mogot Km. 14 Rt. 02/012,Kalideres,Kalideres
,SMP Plus Yapimda,Tidak Terakreditasi,Jl. H. Naseh No. 54,Lenteng Agung,Jagakarsa
69892530,SMP Pondok Indah Global School,Tidak Terakreditasi,"Jl. Duta Indah, Pondok Indah",Cilandak Barat,Cilandak
20106861,SMP Provedentia,A,Jl. Raya Kedoya NO.35 Grenn Garden,Kedoya Utara,Kebon Jeruk
20106423,SMP PSKD 1,A,Jl. Kwini 1 No. 1,Senen,S e n e n
20107134,SMP PSKD 3,A,Jl. Slamet Riyadi 3 N0. 3,Kebon Manggis,Matraman
20106424,SMP PSKD 7,B,Jl. Taman Kebon Sirih III/46A,Kampung Bali,Tanah Abang
20106988,SMP PSKD IV,A,Jl. Panglima Polim II NO. 51 A,Melawai,Kebayoran Baru
20106425,SMP PSKD Mandiri,A,Jl. GSSY Ratulangi No. 14,Gondangdia,Menteng
20106998,SMP Purnama,A,Jl. Tirtayasa V,Melawai,Kebayoran Baru
20106634,SMP Pusaka Abadi,A,Jl. V No. 26-28 Teluk Gong,Pejagalan,Penjaringan
20106635,SMP Pusaka Nusantara,B,Jl. Edam 2 No. 17,Tanjung Priok,Tanjung Priok
20107001,SMP Puspita Persada,B,Jl. SMU 63 Petukangan Utara I,Petukangan Utara,Pesanggrahan
69820135,SMP Putera Jaya Plus,Tidak Terakreditasi,Jl. Damai No. 54,Pinang Ranti,Makasar
20109259,SMP Putra I,A,Jl. Inspeksi Saluran Kalimalang,Pondok Bambu,Duren Sawit
20109037,SMP Putra Negara,A,Kp. Belakang No. 26-27,Kamal,Kalideres
20106862,SMP Putra Nusa I,B,Jl. Pelopor No.45,Tegal Alur,Kalideres
20107002,SMP Putra Satria,B,Jl. Ciledug Raya No. 46,Petukangan Utara,Pesanggrahan
20109916,SMP Quran Al Ihsan,B,Baung IV no.43,Kebagusan,Pasar Minggu
69883249,SMP Raffles Christian School,Tidak Terakreditasi,Jalan Gedung Hijau Raya I No.1,Pondok Pinang,Kebayoran Lama
69923318,SMP Raffles Christian School,Tidak Terakreditasi,Jl. Meruya Ilir No.89,Meruya Utara,Kembangan
69939306,SMP Raffles Christian School,Tidak Terakreditasi,Jl. Gading Pelangi Indah No. 1,Pegangsaan Dua,Kelapa Gading
20106863,SMP Rahmani,B,Jl. Mangga Besar XI No. 10,Tangki,Taman Sari
20106864,SMP Rasa Sayang,B,Jl. Komp. Taman Ratu Blk F/13,Duri Kepa,Kebon Jeruk
20106865,SMP Raudhatul Islamiyah,B,Jl. Pekojan III No.10,Angke,Tambora
20106866,SMP Regina Pacis,A,Jl. Palmerah Utara I,Palmerah,Palmerah
20106637,SMP Remaja,Tidak Terakreditasi,Jl. Budi Jaya I-3,Sungai Bambu,Tanjung Priok
20109278,SMP Remaja Pluit,A,Jl. Pluit Selatan I/1,Penjaringan,Penjaringan
20106868,SMP Riyadihul Mukminin,B,Jl. Jelambar Baru No. 21,Jelambar Baru,Grogol Petamburan
20100328,SMP Said Na'um,A,Jl. KH. Mas Mansyur No. 25,Kebon Kacang,Tanah Abang
20100319,SMP Saint John,A,Jl. Bungur Besar No. 84,Gunung Sahari Selatan,Kemayoran
20108518,SMP Saint John's School,A,Jl. Taman Villa Maruya Blok D1/1,Meruya Selatan,Kembangan
20106640,SMP Saint Nicholas,A,Jl. Pantai Indah Utara Blok S No. 8 PIK,Pluit,Penjaringan
20109066,SMP Saint Peter,A,Jl. Boulevard Timur Raya No. 8,Pegangsaan Dua,Kelapa Gading
20106870,SMP Samaria,A,Jl. Rawa Kepa VII No. 748,Tomang,Grogol Petamburan
20122018,SMP Samudra Mandiri,Tidak Terakreditasi,Jl. H. Muchtar Raya Pet. Ut.,Petukangan Utara,Pesanggrahan
20106871,SMP San Marino,A,Jl. Komp. Citra Garden I,Kalideres,Kalideres
20106872,SMP Sang Timur,A,Jl. Karmel Raya No. 2,Kebon Jeruk,Kebon Jeruk
20106645,SMP Santa Cicilia 2,A,Jl. Pademangan II Gg 21No. 23,Pademangan Timur,Pademangan
20100320,SMP Santa Maria,A,Jl. Ir.H.Juanda No. 29,Kebon Kelapa,Gambir
20106431,SMP Santa Theresia,A,Jl. Gereja Theresia No. 4,Gondangdia,Menteng
20100321,SMP Santa Ursula,A,Jl. Pos No. 2 Pasar Baru,Pasar Baru,Sawah Besar
20106873,SMP Santo Andreas,A,Jl. Komplek Green Garden Blok J5 No.1,Kedoya Utara,Kebon Jeruk
20107145,SMP Santo Bonaventura,B,Jl. Amal No. 2,Pondok Bambu,Duren Sawit
20106874,SMP Santo Kristoforus 1,A,Jl. Rahayu No. 1 A,Jelambar,Grogol Petamburan
20106875,SMP Santo Leo,B,Jl. Mangga Besar Raya No. 43,Tangki,Taman Sari
20106876,SMP Santo Leo II,A,Jl. Kosambi Selatan Raya No. 1 Perum Kosambi Baru,Duri Kosambi,Cengkareng
20103491,SMP Santo Markus,A,Jl. Kelapa Gading III,Kramat Jati,Kramat Jati
20107146,SMP Santo Markus II,A,Jl. Raya Pondok Gede,Lubang Buaya,Cipayung
20106432,SMP Santo Yoseph,A,Jl. Dwi Warna Raya No. 1-3,Pasar Baru,Sawah Besar
20107147,SMP Santo Yoseph,A,Komp. Menteng Metropolitan,Ujung Menteng,Cakung
20106651,SMP Sari Putra,B,Jl. KEBON BARU BLOK X GG IV NO:25,Semper Barat,Cilincing
20106653,SMP Sejahtera,A,Jl. Walang Baru VI No. 19,Tugu Utara,K o j a
20106654,SMP Sejahtera,A,Jl. Ampera Besar No. 18,Pademangan Barat,Pademangan
20178279,"SMP SEKOLAH HIGHSCOPE INDONESIA-JAKARTA, KG",A,JL. CASABLANCA IX BUKIT GADING MEDITERANIA,Kelapa Gading Barat,Kelapa Gading
20106878,SMP Sentosa,B,Jl. Madu No. 276,Mangga Besar,Taman Sari
20106879,SMP Seraphine Bakti Utama,A,Jl. Melati Raya No. 46,Kapuk,Cengkareng
20107148,SMP Setia Bakti,C,Jl. A3 Cipinang Timur No. 22,Cipinang,Pulo Gadung
20106880,SMP Setia Gama,A,Jl. Semanan Raya No.90,Semanan,Kalideres
20109455,SMP Sevilla,A,Jl. Pulo Mas Jaya Pacuan Kuda,Kayu Putih,Pulo Gadung
20106881,SMP Sinar Dharma,A,Jl. KH.M. Mansyur No.29,Kredang,Tambora
NP682629,SMP Sinar Pengharapan Utama,Tidak Terakreditasi,Jalan Pemandangan II No. 9C,Pademangan Barat,Pademangan
NP192711,SMP Singapore School,A,Jl. Meruya Ilir No.89,Meruya Utara,Kembangan
20102220,SMP Singapore School Kelapa Gading,B,Jl. Pegangsaan Dua No. 83,Pegangsaan Dua,Kelapa Gading
69895632,"SMP Singapore School, Bona Vita",,"Jl. Bona Vista Raya, Lebak Bulus, Jakarta Selatan",Lebak Bulus,Cilandak
20103635,SMP Springfield,A,Jl Pulau Selayar 1 Blok i/1,Kembangan Utara,Kembangan
20107149,SMP Srikandi,B,Jl. Cipinang Kebembem V/32,Pisangan Timur,Pulo Gadung
20107150,SMP St. Antonius,A,Jalan Panjaitan Kav. 46,Rawa Bunga,Jatinegara
20106433,SMP St. Bellarminus,A,Jl. Lombok No. 58,Gondangdia,Menteng
20106486,SMP St. Caroline,A,Jl. Sunter Mas Barat No. 1,Sunter Jaya,Tanjung Priok
20100735,SMP St. Cicilia I,A,Jl. Ancol Selatan II/17,Sunter Agung,Tanjung Priok
20106434,SMP St. Fransiskus I,A,Jl. Kramat Raya No. 67,Kramat,S e n e n
20108988,SMP St. Fransiskus II,A,Jl. Bangunan Barat,Kayu Putih,Pulo Gadung
20106656,SMP St. Fransiskus Xaverius III,B,Jalan Raya Cakung Cilincing No.11,Semper Timur,Cilincing
20106882,SMP St. Kristoforus,A,Perumahan TPL Blok A-18,Cengkareng Timur,Cengkareng
20100729,SMP St. Lukas II,A,Jl. Baru Ancol Selatan Rt.012/06 No. 1,Sunter Agung,Tanjung Priok
20106670,SMP St. Maria Della Strada,A,Jl. Pademangan II No. 1,Pademangan Timur,Pademangan
20107152,SMP St. Maria Fatimah,A,Jl. Jatinegara Barat 122,Kampung Melayu,Jatinegara
20106429,SMP St. Paulus,B,Jl. Setiakawan Raya No. 39,Duri Pulo,Gambir
20107153,SMP St. Vincentius,A,Jl. Otto Iskandardinata No. 76,Bidara Cina,Jatinegara
20109271,SMP St. Yacobus,A,Jl. Pegangsaan Dua KM 3.5,Kelapa Gading Timur,Kelapa Gading
20106435,SMP St. Yoseph,A,Jl. Kramat Raya No. 134,Kenari,S e n e n
20106672,SMP Stella Maris,A,Jl. Lele Blok A1 Teluk Gong,Pejagalan,Penjaringan
20107003,SMP Strada Bakti Utama,A,Jl. Bromo Pesanggrahan,Pesanggrahan,Pesanggrahan
20106675,SMP Strada FX. II,A,Jl. Bhayangkara No.38,Tugu Utara,K o j a
20100226,SMP Strada Mardi Utama 1,A,Jl. Gunung Sahari No. 88,Gunung Sahari Selatan,Kemayoran
20102428,SMP Strada Marga Mulia,A,Jl. Raya Pejaten No. 34,Jati Padang,Pasar Minggu
20106437,SMP Strada Pelita,B,Jl. Petamburan V No. 67,Petamburan,Tanah Abang
20108928,SMP Strada Santa Anna,A,"Jl. Laut Arafuru Kav. AL, Pondok Bambu",Duren Sawit,Duren Sawit
20106674,SMP Strada Santo FX-I,A,Jl. Gadang No. 81,Tanjung Priok,Tanjung Priok
20109070,SMP Suci Hati,Tidak Terakreditasi,Jl. Pinangsia 1 No. 47,Pinangsia,Taman Sari
69788578,SMP Sukses Abadi,A,Jl. Moa No. 52-52A Teluk Gong,Pejagalan,Penjaringan
20107004,SMP Sultan Hasanuddin,C,Jl. Buncit Raya Kalibata Pulo,Kalibata,Pancoran
20107005,SMP Suluh,A,Jl. Ragunan No 30,Jati Padang,Pasar Minggu
20102426,SMP Sumbangsih,A,Jl. Ampera Raya No. 3-4,Cilandak Timur,Pasar Minggu
20106883,SMP Sumbangsih 2,A,Jl. Dr. Muwardi II/13,Grogol,Grogol Petamburan
20106884,SMP Sumpah Pemuda,A,Jl. Joglo Raya No. 036,Joglo,Kembangan
20107154,SMP Sunan Giri,B,Jl. Kramat Asem Raya,Utan Kayu Selatan,Matraman
20107006,SMP Surya Dharma,B,Jl. Taopekong No. 14,Grogol Selatan,Kebayoran Lama
20107155,SMP Swadaya,B,"Jl. Kecubung V, Duren Sawit",Duren Sawit,Duren Sawit
20106682,SMP Syahid I,B,Jl. Bakti No. 27,Cilincing,Cilincing
20109325,SMP Syahid II,B,Jl. Baru Gg. II No.1,Kalibaru,Cilincing
20107156,SMP Taman Harapan,B,Jl. Dewi Sartika No.200,Cawang,Kramat Jati
20106885,SMP Taman Harapan Indah,A,Jl. P. Tb Angke Komp. THI Blok F/1,Jelambar Baru,Grogol Petamburan
20106886,SMP Taman Islam,B,Jl. Duri Selatan Gg. Murni,Duri Selatan,Tambora
20106683,SMP Taman Pusaka,B,Jl. Gembira II 55-57,Sungai Bambu,Tanjung Priok
20100243,SMP Taman Siswa,B,Jl. Garuda No. 25,Gunung Sahari Selatan,Kemayoran
20100244,SMP Taman Siswa,B,Jl. Percetakan Negara VIII/16,Rawasari,Cempaka Putih
20109354,SMP Taman Siswa,B,Jl. Matraman Dalam II /13,Pegangsaan,Menteng
20106887,SMP Tanjung,B,Jl. Dr. Nurdin IV No. 1,Grogol,Grogol Petamburan
20106684,SMP Tanjung Priok,A,Jl. Mangga No. 40,Lagoa,K o j a
20107007,SMP Tarakanita 1,A,Jl. Wolter Monginsidi 118,Petogogan,Kebayoran Baru
